id,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,churn,tenure,months_activ,months_to_end,months_modif_prod,months_renewal,channel_epu,channel_ewp,channel_fix,channel_foo,channel_lmk,channel_sdd,channel_usi,origin_ewx,origin_kam,origin_ldk,origin_lxi,origin_usa,activity_apd,activity_ckf,activity_clu,activity_cwo,activity_fmw,activity_kkk,activity_kwu,activity_sfi,activity_wxe
070bc0f3eb8b3af350e677267f7f8bc8,6.22077471526691,0.0,5.027202779188729,3.226473593489848,0.0,1.2437819160937948,0.16405799999999998,0.086163,44.31137796,0,2.2578944687308002,29.76,29.76,1,136.4,14.5,0,6,75.0,2.0,75.0,9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
e820051f16d940b29c9ae28a235abe0d,6.792889092015798,4.618393302080016,5.746728363696626,3.6170989378538163,0.0,1.2400497721126476,0.140621,0.0,44.31137796,1,2.558900481487196,11.22,11.22,2,312.61,10.52,0,4,48.0,7.0,48.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
d9a4a345aabdbb8305cc1ac4a57b263f,5.747773698619405,0.0,4.801396849070872,3.162002506986954,0.0,2.0790002523038495,0.115174,0.098837,40.606701,0,2.1033931699735287,17.09,17.09,1,222.12,16.44,0,4,43.0,4.0,43.0,7.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9b4a10a9d597cc3f41d2b7d6ff11365c,4.350189849999334,4.315298452873624,0.6989700043360189,3.26072234161467,0.0,2.12466721769861,0.112352,0.097233,40.606701,1,0.15228834438305647,0.7999999999999989,0.7999999999999989,2,173.08,18.0,0,7,73.0,11.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a8c05e5b0273374f7429bbedcf2fff56,4.0246498311794445,0.0,3.336859820916809,3.041538741466772,0.0,2.1610683854711747,0.11523699999999999,0.100123,40.606701,0,2.3354378404347833,8.340000000000009,8.340000000000009,1,117.95,26.4,0,7,73.0,10.0,7.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82004f6317cb712aec274313f850b237,3.8825245379548803,0.0,2.8615344108590377,2.883996252128789,0.0,2.1230672437365663,0.115174,0.098837,40.606701,0,1.8470788620657155,22.31,22.31,1,83.24,16.5,0,12,56.76896507611616,6.0,34.746800501882056,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3a114f52a1243c46d33707ccd2cf5fb7,4.114377429786155,0.0,3.155336037465062,3.2816899968090265,0.0,1.2084413564385674,0.143478,0.0,44.31137796,0,2.3128963521917054,31.2,31.2,1,205.87,13.856,1,6,61.0,11.0,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
b416901a8bfc00e651e55aa71421e0f2,3.728597243383432,0.0,2.8394780473741985,2.831965705028284,0.0,1.2846562827885157,0.165794,0.087899,44.31137796,0,1.9339931638312424,23.65,23.65,1,58.7,10.35,0,4,45.0,2.0,45.0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83a57a475d5cb5e8969f0cf581fe1115,3.515741416669365,0.0,2.74350976472843,2.6886956182025132,0.0,1.2377949932739225,0.14432799999999998,0.0,44.31137796,0,1.9127002081908604,25.56,25.56,1,47.83,13.856,0,7,79.0,4.0,8.0,7.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14f0645bd174f78b320b9ca7f6b3b4df,4.532448609572284,4.607958727063981,3.74170298395774,2.7111067334998737,0.0,0.0,0.147506,0.0,45.80687796,1,1.9882913419074877,24.2,24.2,2,52.07,13.856,0,4,38.0,9.0,38.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54cb59fe986e9c65b03019d1a1968518,4.742670153839987,0.0,0.0,3.4463010057319488,0.0,2.077731179652392,0.11650899999999999,0.101397,40.606701,0,0.0,0.9,0.9,1,368.88,20.0,0,5,48.0,11.0,13.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
733e95ea0970b2d402548f794052c526,4.56606019338704,0.0,3.438858659420562,3.3041478687080086,0.0,2.124602027893338,0.1169,0.10001499999999999,40.606701,0,2.1779403070086083,65.16,65.16,1,212.82,43.47,0,5,70.0,1.0,70.0,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
e2d3c67d8af153c6d44c029a898eec90,4.6808972847448596,0.0,3.649918718735419,3.6160846305452137,0.0,2.1559733447399023,0.10016699999999999,0.091892,58.99595196,0,2.5751993951592254,-1.86,-1.86,1,467.15,12.0,0,6,76.0,7.0,76.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d96c781b346d5e612a989317211d15ca,3.9847522781154137,0.0,0.0,3.165098844278985,0.0,1.291590825658001,0.14669400000000002,0.0,44.31137796,0,0.0,27.12,27.12,1,150.46,13.15,0,4,44.0,3.0,44.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23a39e1c054722137da32418ec9be65d,6.72611093751906,5.9643765580286745,5.881229401560265,3.0000955342776336,0.0,1.2387985627139169,0.15885,0.081596,44.31137796,1,2.083251717221603,-0.88,-0.88,32,30.8,10.392000000000001,0,6,67.0,9.0,14.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79489249cd8e22cfc9257f14eef38a5c,5.283534147127557,0.0,4.062995401186467,4.1555118455853455,0.0024033777200389737,2.555783450085776,0.13536339220165514,0.05295074349405335,43.67448504099181,0,2.9923944388398143,0.24,0.24,1,916.09,18.40291183544356,0,11,56.76896507611616,11.0,121.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48305f80caa21b7731a235153b44ab5e,4.989276243181834,4.9223724827536754,4.011316643366872,2.916732860273214,0.0,2.1233615587462964,0.11523699999999999,0.100123,41.27136420000001,1,2.107854147536859,34.44,34.44,2,63.56,17.25,0,7,74.0,9.0,74.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1517117d3c0c1d6c86bf428b53074a09,3.8671727511786496,0.0,3.1565491513317814,2.4202198777251476,0.0,2.1677012349713682,0.11690999999999999,0.10057200000000001,40.606701,0,1.4138025167693515,36.21,36.21,1,31.67,20.0,0,6,67.0,4.0,67.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f5cda515e0cd2f6f5a123d7171995d0d,4.805949193733943,0.0,3.7317498835272636,3.789009973284064,0.0,2.556603989486027,0.115744,0.098858,40.606701,0,2.707757478419984,77.74,77.74,1,624.65,18.40291183544356,1,4,46.0,9.0,14.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
e3bcba7e19f915d253fb93228e1dc9ba,4.188872260771339,0.0,3.246498580795801,2.7697169474348864,0.0,2.1183308740573024,0.102772,0.093731,58.99595196,0,1.8134475442648212,-0.14,-0.14,1,87.77,5.5,0,3,33.0,2.0,33.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528a0f9a2239d55a76fd4eae13603494,4.1557913523576175,4.788203735701417,0.0,3.3237984928360906,0.0,0.0,0.142819,0.0,44.31137796,1,0.0,11.95,11.95,2,166.03,13.856,0,7,75.0,8.0,75.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7afe0b107d714d9a5dd23e12edeaa592,4.9283497572358606,0.0,3.882695262381597,3.752907730854714,0.0,2.1230999552555745,0.097634,0.090062,58.99595196,0,2.7953655080278454,-5.4,-5.4,1,493.3,21.0,0,7,84.0,11.0,84.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b28a455c57fa6313763042bb607e50ea,3.3502480183341627,0.0,2.5010592622177517,2.5229655954919865,0.0,1.3038437748886544,0.14432799999999998,0.0,44.31137796,0,1.6732052817790453,19.2,19.2,1,33.01,10.392000000000001,1,5,55.0,4.0,8.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f90bf387e9e4f1b23fb69ae223bc0b35,3.7696726640554923,0.0,0.0,2.9431134755039703,0.0,0.8926510338773004,0.144902,0.0,44.31137796,0,0.0,15.72,15.72,1,81.41,13.2,0,7,76.0,7.0,76.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490c26046bae1b6468cfdbd769f5062f,3.4824447919182653,0.0,2.380211241711606,2.659830663193139,0.0,1.313234291694724,0.14571099999999998,0.0,44.31137796,0,1.5596672783880576,21.52,21.52,1,45.5,13.2,1,5,54.0,5.0,54.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97737f20824f0aebb70127e96a681f11,3.7120601424610746,0.0,0.0,2.802356328503986,0.0,1.2375437381428744,0.164775,0.086131,45.80687796,0,0.0,22.89,22.89,1,40.38,13.856,0,6,61.0,10.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b3a962d65d96b059b2ff514bc4478229,4.263375650509443,0.0,0.0,2.5499591293827493,0.0,1.2430380486862944,0.14346,0.0,46.30537836,0,0.0,20.54,20.54,1,28.56,10.392000000000001,0,4,36.0,11.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2d9d626a9dae3e187fa3c58bcbe9db60,4.327104435066101,0.0,0.0,3.085952677041698,0.0,2.1263262600949413,0.092453,0.086393,43.67448504099181,0,0.0,0.0,0.0,1,0.0,15.0,0,8,90.0,11.0,90.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4dead2c1ff4853a5ce7fb01232903473,6.176275939702683,0.7604658508365827,4.446102033368979,3.1081521801639886,0.0,1.2893659515200318,0.140621,0.0,44.31137796,1,0.0,16.85,16.85,2,105.36,12.0,0,3,36.0,5.0,36.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
d7e2e51664c95f8d38b0cd794cc5f25d,4.05315530296188,0.0,3.0081741840064264,3.2160444412531572,0.0,1.2350231594952235,0.142819,0.0,44.31137796,0,2.1689097791223606,19.28,19.28,1,143.47,13.2,0,3,30.0,5.0,11.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4c336754bbee174f50d9dcec25e15943,6.093686734042883,0.0,5.093162432057557,3.29442874735567,0.0,2.1547282074401557,0.115174,0.098837,40.606701,0,2.3039732025403064,36.64,36.64,1,251.15,40.0,0,6,78.0,5.0,78.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
565cb05a28a95f30fc07c2649b1a1913,3.46553155697355,0.0,0.0,2.642246823807891,0.0,1.230704313612569,0.14571099999999998,0.0,44.31137796,0,0.0,12.36,12.36,1,43.03,10.392000000000001,0,4,40.0,7.0,40.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
843fb7f229476f6b695250dc033614bc,4.215161508294875,0.0,0.0,2.341553222109577,0.0,1.2273724422896364,0.147506,0.0,46.30537836,0,0.0,28.02,28.02,1,22.94,13.856,0,5,49.0,10.0,49.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64103a2f99ff02339cdc1efb4bb900ec,5.410787352742388,0.0,4.230678781146475,3.24814743995201,0.0,1.2782962080912739,0.142819,0.0,44.31137796,0,2.2773799746672547,25.7,25.7,1,129.67,13.856,0,3,32.0,3.0,32.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
96d1eeb1a54ec8b4d4d2f8769724fad0,4.770734220895042,4.115177665526249,3.7318304202881625,3.8968270330656307,0.0024033777200389737,2.29843822531076,0.161936,0.13633599999999998,41.1052014,1,2.8500945943867007,20.960808456926713,21.128951648490418,3,567.42,40.0,0,3,34.0,1.0,10.0,10.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12a495005bfe4c6a52d78d4a14493349,5.979724515043346,4.907964626177032,4.743979865241843,3.5316691985212803,0.0,1.315550534421905,0.142819,0.0,44.31137796,1,2.658412098960092,29.64,29.64,2,325.07,13.15,1,7,75.0,8.0,75.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a884945d27d8c0e8ed5f3c89c3788cfd,6.72611093751906,5.9643765580286745,5.881229401560265,3.085952677041698,0.0,2.947369994545035,0.11252899999999999,0.09673,39.02200704,1,0.0,20.960808456926713,21.128951648490418,32,0.0,18.40291183544356,0,9,103.0,9.0,103.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35d91f2e1049bca467b21dad3dfd2adf,4.493499875095046,3.6124659639531425,3.623042434246382,3.5681970289661358,0.0,1.244771761495295,0.143801,0.0,44.31137796,1,2.7366832809904,29.64,29.64,4,318.21,13.164000000000001,0,2,34.0,1.0,16.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c9c1b2453ce93cc6b3782acd213fdc24,4.293406755462784,0.0,0.0,3.4636765340231435,0.0,1.5187770689267748,0.14463099999999998,0.0,44.31137796,0,0.0,6.18,6.18,1,245.81,13.2,0,7,73.0,10.0,73.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b455332dfb583636188d15e5ef8fc2a,4.337139662724561,0.0,3.512550992904211,3.5053589322638112,0.0,1.2842050677017942,0.14316600000000002,0.0,44.31137796,0,2.67376714150675,17.22,17.22,1,290.02,10.392000000000001,0,5,55.0,4.0,6.0,7.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
cd8f59eae74858d246091108982a7c85,5.183514688260615,0.0,4.0984014222700775,4.1282910047398245,0.0,2.0731682622651015,0.11008299999999999,0.09374600000000001,40.606701,0,2.969993345002749,-4.47,-4.47,1,995.47,71.0,1,11,56.76896507611616,4.0,127.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
97937f6538f98ceaadc50d5786d5e433,5.852216409147824,0.0,5.005956570694249,3.199041734461483,0.0,2.124112792196785,0.115174,0.098837,40.606701,0,2.500209021715108,17.52,17.52,1,165.15,20.0,0,6,64.0,7.0,64.0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
d9aec4a2b00c5999860e17d3f2ba6fbf,2.734799829588847,0.0,0.0,1.9127002081908604,0.0,1.315550534421905,0.144902,0.0,44.31137796,0,0.0,19.2,19.2,1,7.61,10.392000000000001,0,5,56.0,4.0,20.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6075010434f40f1a5217863c3455843f,4.886355339558489,0.0,0.0,3.6628163630803683,0.0,2.119717659105495,0.11285999999999999,0.09652100000000001,40.606701,0,0.0,59.18,59.18,1,526.28,49.0,0,4,48.0,3.0,25.0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34f8acf88ee038e4804d1d32a1cd053d,3.3909351071033793,0.0,1.146128035678238,2.5709630216317905,0.0,1.2913688504515826,0.14571099999999998,0.0,44.31137796,0,0.4653828514484183,32.72,32.72,1,-17.25,13.856,1,5,51.0,8.0,51.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d4b149de95bab5b5c69b4e84c25e1ba4,5.511454199685265,0.0,4.743517603908255,3.181446255367079,0.0,1.2180100429843634,0.16695,0.08969500000000001,44.31137796,0,0.0,6.92,6.92,1,156.43,10.392000000000001,0,4,38.0,9.0,38.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
44232966375daea2b2f0c70ec6290efb,4.252755971088574,0.0,3.6309361190641916,3.239171800311063,0.0,1.0425755124401905,0.16405699999999998,0.08680299999999999,44.31137796,0,2.6170422999134444,14.52,14.52,1,168.42,11.5,0,7,77.0,6.0,77.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235a9005f85e42f86b9693196517378b,2.478566495593843,0.0,1.7993405494535817,1.6637009253896482,0.0,1.216957207361097,0.147506,0.0,46.30537836,0,1.0081741840064264,20.54,20.54,1,4.61,10.392000000000001,0,5,48.0,11.0,48.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a9e2d71bc1824746790c22bc96e4fcaa,4.325597752860019,0.0,3.1815577738627865,3.319749213516534,0.0,2.1230672437365663,0.114604,0.098262,40.606701,0,2.177824971864682,18.12,18.12,1,216.85,19.8,0,12,56.76896507611616,5.0,7.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3b6e66e0c8f8f2c332baf35dd79d8e10,4.726808682524964,0.0,3.6820547770738075,3.667330586024286,0.0,2.557049809044103,0.1017,0.092659,58.99595196,0,2.619823500457278,-0.65,-0.65,1,402.44,25.0,0,10,56.76896507611616,2.0,21.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3d5b8f46542e1e2b9ce0dc7feb89e836,4.711756628678172,0.0,0.0,3.7695095146509403,0.0,1.8654593226619647,0.159433,0.082174,44.31137796,0,0.0,12.98,12.98,1,296.01,15.0,0,3,32.0,8.0,5.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e9a67e2238bc0765c882b9e7a8e29442,4.124308552615652,0.0,0.0,3.29687351390395,0.0,1.2702128548962426,0.144902,0.0,44.31137796,0,0.0,11.04,11.04,1,163.45,10.392000000000001,0,7,76.0,7.0,76.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3b421835f0f7a966681284a7b8999853,3.687707279624819,3.473194909204938,2.6444385894678386,2.7492259903050487,0.0,2.115976429454818,0.120372,0.103487,43.67448504099181,1,1.666049738480516,41.16,41.16,3,69.87,16.5,0,5,70.0,1.0,70.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896bc508c7da6123435852240c4bbbd0,4.423933644837305,0.0,0.0,3.4204871450136354,0.0,2.0764583877121514,0.114586,0.097701,40.606701,0,0.0,23.4,23.4,1,297.72,17.3,0,4,45.0,2.0,21.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d453c4ad8d83c330c98fea4aca53da0a,4.967463729894339,0.0,0.0,3.8126941496535713,0.0,2.1269427179442277,0.113331,0.096988,40.606701,0,0.0,24.21,24.21,1,873.64,35.24,0,4,43.0,4.0,8.0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9d051b31ed3caa33dc75529863c5c1d5,4.787920738554055,0.0,3.587486465410964,2.320748477987174,0.0,1.2397998184470986,0.14571099999999998,0.0,44.31137796,0,0.0,21.52,21.52,1,21.27,13.2,0,7,78.0,5.0,78.0,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0c8e7a283345882ed0b642aff8e0aa87,4.384478862850836,0.0,2.9253120914996495,3.5540770813753886,0.0,1.171726453653231,0.14316600000000002,0.0,44.31137796,0,2.0893398077710312,15.96,15.96,1,329.57,15.0,0,4,40.0,7.0,26.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2b06554db31bf28b18282221c9bf172a,5.274409574693556,0.0,4.301615897819519,1.6402826296966808,0.0,1.467312062980552,0.16695,0.08969500000000001,44.31137796,0,0.0,21.06,21.06,1,3.81,11.4,0,6,66.0,5.0,66.0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
141c00dc83ed50b68dfa15eec77f895a,3.4671639659690903,0.0,2.7528164311882715,2.6418111032951535,0.0,1.3010299956639813,0.144731,0.0,44.31137796,0,1.9215304135012423,33.12,33.12,1,42.17,13.2,0,5,47.0,12.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c946795089ab33cb386eab259c4a1be1,3.8944822150100906,0.0,0.0,3.0681858617461617,0.0,1.236033147117636,0.144902,0.0,44.31137796,0,0.0,21.52,21.52,1,114.82,13.2,0,6,66.0,5.0,66.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3e750adc92fa53326a242c01e0510d4b,4.327104435066101,0.0,0.0,3.085952677041698,0.0,2.1100170067921122,0.120372,0.103487,40.606701,0,0.0,20.960808456926713,21.128951648490418,1,0.23,43.648,0,2,34.0,1.0,26.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
413f2cd35b30349558da4811e603bc19,4.089269093046149,0.0,0.0,3.2597133053907306,0.0,1.2377949932739225,0.144058,0.0,44.31137796,0,0.0,3.56,3.56,1,149.56,13.2,0,7,72.0,11.0,2.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2f93639de582fadfbe3e86ce1c8d8f35,6.792889092015798,4.618393302080016,5.746728363696626,3.2655253352190736,0.0,1.2711443179490782,0.16463699999999998,0.087381,44.31137796,1,2.1341452198802946,19.2,19.2,2,138.48,13.164000000000001,0,3,30.0,5.0,29.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
d3c2bc4fec6a1d1df1b742295b89da14,4.102330780101544,0.0,3.0755469613925306,3.035073350439727,0.0,2.1195198178681944,0.11650899999999999,0.101397,40.9390266,0,1.9882913419074877,27.34,27.34,1,129.85,26.3,0,5,48.0,11.0,48.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
943f973482b166cd646615548bb7fa36,3.854973673726417,0.0,3.089905111439398,2.7631133905336065,0.0,1.4114513421379375,0.161168,0.083911,44.31137796,0,2.081599312732936,10.03,10.03,1,51.14,10.35,0,6,75.0,8.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cf8add5ee1e7f9597f3433ace08d2fbb,4.100783962075867,0.0,0.0,3.085952677041698,0.0,0.0,0.13536339220165514,0.0,43.67448504099181,0,0.0,17.55,17.55,1,164.41,10.39,0,6,78.0,5.0,78.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a1dfbae47af3e910e6df3a004144699c,5.227001795987956,0.0,4.0680002261451715,3.289461855992818,0.0,1.2410481506716444,0.16405799999999998,0.086163,44.31137796,0,2.345138383110101,29.76,29.76,1,163.99,13.2,0,5,70.0,1.0,70.0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
62ff61b5127549d08d2bf7f765aca8f9,5.05852851193502,0.0,4.303757468353811,3.419850051800507,0.0,2.1599279528959845,0.120372,0.103487,40.606701,0,2.7364761820276966,22.44,22.44,1,275.75,15.001,0,5,70.0,1.0,70.0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ff93b4d328b5760b6775bb089e665fc8,3.8455321174935753,0.0,2.940516484932567,2.63573500194596,0.0,1.212187604403958,0.141434,0.0,44.31137796,0,1.6851144690465394,12.36,12.36,1,29.71,10.392000000000001,0,7,76.0,7.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fc6a96d1e0c8acd76343d453bfa04bb7,5.300717191013819,0.0,0.0,4.304007278740225,0.0,2.598341759290433,0.11008299999999999,0.09374600000000001,40.606701,0,0.0,-4.14,-4.14,1,198.34642448260695,18.40291183544356,0,10,56.76896507611616,3.0,125.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e6704832bbeec09e2770751b48add82e,3.7622282842864743,3.9925093350677754,0.0,2.9399583169729984,0.0,1.3096301674258988,0.142995,0.0,44.31137796,1,0.0,33.12,33.12,2,86.72,13.2,0,11,56.76896507611616,1.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ad962a2987cca41ea1f1f80cf051f6df,3.524266268766979,0.0,0.0,2.696985092452125,0.0,1.190611797813605,0.144902,0.0,44.31137796,0,0.0,13.4,13.4,1,48.1,13.856,0,7,75.0,8.0,75.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75a8904e2a9789153078430b143c090a,4.434089638417891,0.0,0.0,3.4547076927235136,0.0024033777200389737,2.040879124515787,0.13536339220165514,0.05295074349405335,43.67448504099181,0,0.0,51.84,51.84,1,421.0,34.6,1,4,44.0,3.0,21.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cc6fabe479a10bdbe8c89e0ee47a613e,4.9023184293263835,0.0,3.776701183988411,3.216796425397817,0.0,0.0,0.143801,0.0,44.31137796,0,0.0,29.76,29.76,1,243.27,13.2,0,6,59.0,12.0,59.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
673ffce4587d719effb9e4fd89d628ba,4.780893108687079,4.560910443007641,3.4670158184384356,3.0572818381396427,0.0,1.2730012720637376,0.165214,0.087961,44.31137796,1,2.1565794358045736,19.2,19.2,2,94.97,10.392000000000001,0,5,55.0,4.0,55.0,7.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
906f466b6cf1de0075709ad2747a5aab,4.098020386209668,0.0,2.797959643737196,2.307880955988253,0.0,2.114777731971562,0.11922200000000001,0.10233300000000001,40.606701,0,1.2844307338445196,43.32,43.32,1,24.59,17.32,0,5,47.0,12.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3f9d310d3960f00bd678ab0ce8909374,4.7755157884326085,5.870285072608013,3.5461723683169426,3.168521053818656,0.0,1.2390490931401914,0.146348,0.0,45.30837756,1,0.0,19.52,19.52,3,136.84,13.8,0,4,38.0,9.0,38.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32039c2d42146f5336d79323034efa58,6.065211360486429,0.0,5.025776778404457,3.5626116266817816,0.0,1.2511513431753545,0.16463699999999998,0.087381,44.31137796,0,3.1509528254643806,19.28,19.28,1,311.4,13.2,0,6,67.0,4.0,67.0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
bd660886d8849f8173ab041033984b37,6.459784080974801,5.989775416443835,5.582799447728887,3.7463733882895616,0.0,1.244771761495295,0.16203299999999998,0.084138,44.31137796,1,3.048189233329908,23.4,23.4,2,536.69,10.392000000000001,0,7,71.0,12.0,71.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
